53	/home/industrijski-podovi/	https://www.antasline.com/industrijski-podovi/	0	enabled	url	1	2659	2026-07-17 11:17:23
54	/home/industrijski-podovi/ecotile-5005-podne-ploce/	https://www.antasline.com/industrijski-podovi/ecotile-5005-podne-ploce/	0	enabled	url	1	975	2026-07-21 03:00:20
55	/home/industrijski-podovi/industrijski-pod/	https://www.antasline.com/industrijski-podovi/industrijski-pod/	0	enabled	url	1	1477	2026-07-10 10:22:10
56	/home/industrijski-podovi/podne-ploce-ecotile-50010/	https://www.antasline.com/industrijski-podovi/podne-ploce-ecotile-50010/	0	enabled	url	1	1052	2026-07-20 00:19:23
58	/home/industrijski-podovi-montaza-preko-ostecenog-epoksida/	https://www.antasline.com/industrijski-podovi-montaza-preko-ostecenog-epoksida/	0	enabled	url	1	106	2026-05-26 04:26:41
60	/home/industrijski-podovi-najcesca-pitanja/	https://www.antasline.com/industrijski-podovi-najcesca-pitanja/	0	enabled	url	1	615	2026-07-02 02:19:10
63	/home/o-nama-2/	https://www.antasline.com/o-nama/	0	enabled	url	1	222	2026-07-09 23:42:16
64	/o-nama-2/	https://www.antasline.com/o-nama/	0	enabled	url	1	81	2026-07-11 07:48:17
65	/padel-tenis/	/pop-tenis/	0	enabled	url	1	963	2026-07-15 20:32:59
66	/home/industrijski-podovi/garaze-i-autoservisi/	https://www.antasline.com/industrijski-podovi/garaze-i-autoservisi/	0	enabled	url	1	314	2026-07-13 02:53:24
67	/category/industrijski-podovi/pod-za-garaze/	https://www.antasline.com/category/industrijski-podovi/garazni-podovi/	0	enabled	url	1	96	2026-07-09 00:27:47
68	/podovi-za-garaze-i-servise/	/koji-pod-postaviti-u-garazu/	0	enabled	url	1	276	2026-07-21 06:13:38
69	/podovi-za-garaze-i-servise/	https://www.antasline.com/koji-pod-postaviti-u-garazu/	0	enabled	url	1	0	0000-00-00 00:00:00
70	/padel-tenis/	https://www.antasline.com/sportske-podloge/padel-tereni/	0	enabled	url	1	0	0000-00-00 00:00:00
71	/ergonomski-podovi/	/ergonomske-podloge-2/	0	enabled	url	1	160	2026-07-21 15:24:48
72	/industrijski-podovi/trakezaobelezavanje/	/industrijski-podovi/trake-za-obelezavanje/	0	enabled	url	1	308	2026-07-20 07:05:34
73	/sportske-podloge/kosarkaskekonstrukcije/	/sportske-podloge/kosarkaske-konstrukcije/	0	enabled	url	1	382	2026-07-21 00:05:25

